name,total_shipped,genres,themes,game_engines,age_ratings
company of heroes,0.04,"['real time strategy (rts)', 'strategy']","['action', 'historical', 'warfare']",havok physics,m
raid: world war ii,0.04,"['shooter', 'role-playing (rpg)', 'adventure']",['action'],diesel,m
moonlighter,0.15,"['role-playing (rpg)', 'simulator', ""hack and slash/beat 'em up"", 'adventure', 'indie']","['action', 'fantasy', 'business']",unity,e10
vikings: wolves of midgard,0.04,"['role-playing (rpg)', ""hack and slash/beat 'em up""]","['action', 'fantasy']",unity,m
rogue trooper,0.04,['shooter'],"['action', 'science fiction', 'stealth']",asura,t
ride to hell: retribution,0.04,"['shooter', ""hack and slash/beat 'em up"", 'adventure']","['action', 'historical']",unreal engine,m
the talos principle,0.04,"['puzzle', 'adventure', 'indie']","['action', 'science fiction']",serious engine 4,t
total war: warhammer ii,0.96,"['real time strategy (rts)', 'strategy']","['action', 'fantasy']",tw engine 3,t
myth makers: trixie in toyland,0.04,['platform'],['action'],renderware,e
gravity falls: legend of the gnome gemulets,0.04,['platform'],"['action', 'comedy', 'kids', 'mystery']",ubiart framework,e
planet coaster,2.5,"['simulator', 'strategy', 'adventure']","['action', 'sandbox']",cobra,e
painkiller: hell & damnation,0.04,['shooter'],"['action', 'horror']",unreal engine 3,m
playstation move ape escape,0.04,['shooter'],"['action', 'comedy', 'party']",havok,e10
company of heroes: tales of valor,0.04,"['real time strategy (rts)', 'strategy']","['action', 'historical', 'warfare']",havok physics,m
antz extreme racing,0.04,['racing'],"['action', 'comedy', 'kids']",renderware,e
heroes of might and magic v,0.35,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)']",['fantasy'],silent storm engine,t
guild wars,6.5,"['role-playing (rpg)', 'strategy', 'adventure']","['action', 'fantasy', 'historical']",arenanet guild wars,t
clannad,0.04,"['adventure', 'visual novel']","['comedy', 'drama']",siglus,t
aragami,0.04,"['adventure', 'indie']","['action', 'stealth']",unity,m
yonder: the cloud catcher chronicles,0.04,"['puzzle', 'adventure', 'indie']","['action', 'kids', 'open world', 'mystery']",unity,e
company of heroes: opposing fronts,0.04,"['real time strategy (rts)', 'strategy']","['action', 'historical', 'warfare']",havok physics,m
headhunter: redemption,0.04,"['shooter', 'adventure']","['action', 'science fiction']",renderware,m
drakensang: the dark eye,0.04,"['role-playing (rpg)', 'adventure']","['fantasy', 'historical', 'sandbox', 'open world']",nebula device,t
the sims 4: spa day,0.04,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",smartsim,t
dreamfall: the longest journey,0.04,"['puzzle', 'role-playing (rpg)', 'adventure']","['action', 'fantasy', 'science fiction', 'mystery']",shark 3d,m
the caligula effect: overdose,0.04,"['role-playing (rpg)', 'adventure']","['action', 'science fiction']",unreal engine,m
empire earth iii,0.04,"['real time strategy (rts)', 'simulator', 'strategy']","['science fiction', '4x (explore, expand, exploit, and exterminate)']",gamebryo,t
"warhammer 40,000: dawn of war iii",0.04,"['real time strategy (rts)', 'simulator', 'strategy']","['action', 'fantasy', 'science fiction']",essence engine,m
abzu,0.04,"['puzzle', 'simulator', 'adventure', 'indie']","['action', 'educational']",unreal engine,e
the movies,0.04,"['simulator', 'strategy']","['comedy', 'business']",in-house engine,t
shadow tactics: blades of the shogun,0.04,"['real time strategy (rts)', 'simulator', 'strategy', 'tactical', 'indie']","['action', 'stealth']",unity,m
darkest dungeon,0.04,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'adventure', 'indie']","['fantasy', 'horror', 'historical']",custom built engine,t
without warning,0.04,"['shooter', 'puzzle', 'arcade']",['action'],renderware,m
apb reloaded,0.04,"['shooter', 'adventure']",['action'],unreal engine 3,m
sid meier's railroads!,0.04,"['simulator', 'strategy']",['business'],gamebryo,e
might & magic x: legacy,0.04,"['puzzle', 'role-playing (rpg)']",['fantasy'],unity,t
planescape: torment,0.03,"['role-playing (rpg)', 'strategy']","['fantasy', 'drama']",infinity engine,t
s.t.a.l.k.e.r.: clear sky,0.03,"['shooter', 'role-playing (rpg)']","['action', 'horror', 'survival']",x-ray engine,m
alpha protocol,0.03,"['shooter', 'role-playing (rpg)']","['action', 'stealth']",unreal engine,m
powerslave,0.03,['shooter'],"['action', 'fantasy']",build,m
flashback,0.03,"['platform', 'role-playing (rpg)', 'adventure']","['action', 'science fiction']",unreal engine 3,t
the sims 2: glamour life stuff,0.03,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
all-star fruit racing,0.03,"['racing', 'sport', 'indie']",['action'],unreal engine 4,e
override: mech city brawl,0.03,"['fighting', 'indie']","['action', 'science fiction']",unreal engine 4,t
neverwinter nights,2.2,"['role-playing (rpg)', 'adventure']",['fantasy'],aurora engine,t
empire earth ii,0.03,"['real time strategy (rts)', 'simulator', 'strategy']","['4x (explore, expand, exploit, and exterminate)']",gamebryo,t
sins of a solar empire,0.5,"['real time strategy (rts)', 'strategy', 'tactical']","['science fiction', '4x (explore, expand, exploit, and exterminate)']",iron engine,t
syberia ii,0.03,"['point-and-click', 'puzzle', 'adventure']","['drama', 'mystery']",virtools engine,t
blackguards 2,0.03,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'adventure', 'indie']","['action', 'fantasy', 'warfare', 'party']",unity,m
age of conan: rise of the godslayer,0.03,"['role-playing (rpg)', 'adventure']","['action', 'fantasy']",dreamworld,m
this war of mine,0.03,"['simulator', 'strategy', 'adventure', 'indie']","['action', 'horror', 'survival', 'stealth', 'drama', 'warfare']",in-house engine,m
battlefield vietnam,1.36,['shooter'],"['action', 'historical', 'warfare']",refractor engine,t
magicka,2.8,"['role-playing (rpg)', 'strategy', 'adventure', 'indie']","['action', 'fantasy', 'comedy', 'drama']",microsoft xna,t
age of empires iii: gold edition,0.03,"['point-and-click', 'real time strategy (rts)', 'strategy']","['historical', 'warfare']",havok physics,t
guild wars: nightfall,0.03,"['puzzle', 'role-playing (rpg)', 'strategy', 'adventure']","['action', 'fantasy', 'historical']",arenanet guild wars,t
agony,0.03,"['shooter', 'adventure', 'indie']","['action', 'horror', 'survival']",unreal engine,m
botanicula,0.33,"['point-and-click', 'puzzle', 'adventure', 'indie']","['fantasy', 'comedy', 'kids', 'party']",adobe flash player,e10
the sims 2: bon voyage,0.03,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
battlefield 2142,0.03,['shooter'],"['action', 'science fiction']",refractor engine,t
star wars: empire at war - forces of corruption,0.03,"['real time strategy (rts)', 'strategy']","['action', 'science fiction', 'warfare']",alamo,t
swat 4,0.02,"['shooter', 'strategy', 'tactical']","['action', 'stealth']",vengeance engine,m
battlefield 2: modern combat,0.02,['shooter'],['action'],renderware,t
redout,0.02,"['racing', 'arcade']",['science fiction'],unreal engine,e
neverwinter nights 2,0.02,"['role-playing (rpg)', 'adventure']",['fantasy'],aurora engine,t
the settlers: rise of an empire,0.1,"['real time strategy (rts)', 'simulator', 'strategy']","['historical', '4x (explore, expand, exploit, and exterminate)']",renderware,e10
catan,0.02,"['strategy', 'quiz/trivia', 'card & board game']","['fantasy', 'historical']",phyreengine,e
chili con carnage,0.02,['shooter'],['action'],kapow systems 3d,m
warhammer online: age of reckoning,1.5,['role-playing (rpg)'],"['action', 'fantasy']",emotion fx,t
star trek online,0.02,"['role-playing (rpg)', 'simulator', 'strategy', 'tactical', 'adventure']","['action', 'science fiction', 'warfare']",cryptic engine,t
europa universalis iii complete,0.02,"['real time strategy (rts)', 'strategy']",['historical'],clausewitz engine,e10
dungeons 2,0.02,"['real time strategy (rts)', 'role-playing (rpg)', 'simulator', 'strategy']","['fantasy', 'comedy']",unity,t
quake 4,0.02,['shooter'],"['action', 'science fiction', 'horror']",id tech 4,m
frontlines: fuel of war,0.02,['shooter'],"['action', 'science fiction']",unreal engine,t
undertale,0.02,"['role-playing (rpg)', 'turn-based strategy (tbs)', 'adventure', 'indie']","['fantasy', 'horror', 'comedy', 'drama']",gamemaker: studio,e10
tricky towers,0.02,"['puzzle', 'indie', 'arcade']","['action', 'kids', 'party']",unity,e
unreal anthology,0.02,['shooter'],"['action', 'science fiction']",unreal engine,m
the sims: complete collection,0.02,"['role-playing (rpg)', 'simulator', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims engine,t
the lord of the rings: the battle for middle-earth ii,0.02,"['real time strategy (rts)', 'strategy']","['fantasy', 'warfare']",sage,t
legend: hand of god,0.02,['role-playing (rpg)'],['action'],unreal engine,m
painkiller,0.02,"['shooter', 'puzzle']","['action', 'horror']",havok physics,m
armello,0.02,"['role-playing (rpg)', 'simulator', 'strategy', 'turn-based strategy (tbs)', 'quiz/trivia', 'adventure', 'indie', 'card & board game']",['fantasy'],unity,e10
the sims 2: happy holiday stuff,0.02,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
the lord of the rings online: mines of moria,0.02,"['role-playing (rpg)', 'adventure']",['fantasy'],turbine g3,t
hellgate: london,0.02,"['shooter', 'role-playing (rpg)']","['action', 'science fiction', 'horror', 'survival']",havok physics,m
red dead redemption: game of the year edition,0.02,['shooter'],['sandbox'],euphoria engine,m
the sims 2: family fun stuff,0.02,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
broken sword: the sleeping dragon,0.02,"['point-and-click', 'puzzle', 'adventure']","['fantasy', 'thriller', 'historical', 'drama']",renderware,t
starship troopers,0.02,['shooter'],['science fiction'],swarm,m
flatout 4: total insanity,0.02,['racing'],['action'],nvidia physx,t
runbow,0.02,"['platform', 'racing', 'adventure', 'indie']","['action', 'comedy', 'party']",unity,e
unreal tournament 2004,0.02,['shooter'],"['action', 'science fiction']",unreal engine 2.5,m
disciples iii: renaissance,0.02,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)']","['fantasy', 'historical']",virtual dream,t
the sims 4: luxury party stuff,0.02,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",smartsim,t
space hulk: deathwing,0.02,"['shooter', ""hack and slash/beat 'em up"", 'adventure']","['action', 'science fiction']",unreal engine,m
enemy territory: quake wars,0.02,"['shooter', 'strategy']","['action', 'science fiction']",id tech 4,t
yoku's island express,0.02,"['platform', 'puzzle', 'pinball', 'adventure', 'indie', 'arcade']","['action', 'fantasy']",custom built engine,e10
command & conquer 4: tiberian twilight,0.01,"['real time strategy (rts)', 'strategy']",['science fiction'],sage,t
torment: tides of numenera,0.01,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'adventure', 'indie']","['fantasy', 'science fiction']",unity,m
let it die,0.01,"[""hack and slash/beat 'em up""]","['action', 'horror', 'comedy']",unreal engine,m
guild wars: factions,0.01,"['role-playing (rpg)', 'strategy', 'adventure']","['action', 'fantasy', 'educational']",arenanet guild wars,t
sengoku,0.01,"['real time strategy (rts)', 'role-playing (rpg)', 'simulator', 'strategy']","['historical', 'warfare']",clausewitz engine,t
neverwinter nights 2: mask of the betrayer,0.01,"['role-playing (rpg)', 'tactical']",['fantasy'],aurora engine,t
unreal tournament 2003,0.01,['shooter'],"['action', 'science fiction']",unreal engine 2,m
kao the kangaroo,0.01,"['platform', 'adventure', 'arcade']","['action', 'fantasy', 'comedy', 'kids']",unreal engine 4,e10
f.e.a.r. perseus mandate,0.01,['shooter'],"['action', 'science fiction', 'horror']",lithtech jupiter ex,m
capcom beat 'em up bundle,0.01,"['fighting', ""hack and slash/beat 'em up"", 'arcade']",['action'],mt framework,t
space hulk,0.01,"['strategy', 'turn-based strategy (tbs)', 'indie', 'card & board game']",['science fiction'],unity,t
horse life 4,0.01,['role-playing (rpg)'],"['kids', 'open world']",in-house engine,e
icewind dale ii,0.01,"['role-playing (rpg)', 'strategy']","['action', 'fantasy']",infinity engine,t
transformers: fall of cybertron,0.01,"['shooter', 'adventure']","['action', 'science fiction']",unreal engine 3,t
muv-luv alternative,0.01,['visual novel'],"['science fiction', 'drama', 'warfare', 'romance']",rugp,m
king's bounty: armored princess,0.01,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'adventure']","['fantasy', 'historical']",theengine,t
trine,0.01,"['platform', 'puzzle', 'adventure', 'indie']","['action', 'fantasy']",nvidia physx,e10
zombie vikings,0.01,"[""hack and slash/beat 'em up"", 'adventure', 'indie']","['action', 'fantasy', 'horror', 'comedy']",unity,t
ziggurat,0.01,"['shooter', 'role-playing (rpg)', 'indie']","['action', 'fantasy', 'science fiction']",unity,t
muv-luv,0.01,['visual novel'],"['comedy', 'drama', 'romance']",rugp,m
hyperdimension neptunia mk2,0.01,"['role-playing (rpg)', 'tactical']","['fantasy', 'science fiction', 'comedy']",phyreengine,m
necrovision,0.01,['shooter'],"['action', 'fantasy', 'science fiction', 'horror', 'historical', 'warfare']",havok physics,m
heroes of the storm,0.01,['moba'],"['action', 'fantasy', 'science fiction']",in house engine,t
command & conquer: generals,0.01,"['real time strategy (rts)', 'strategy']","['science fiction', 'warfare']",sage,t
giana sisters: twisted dreams,0.01,"['platform', 'puzzle', 'adventure', 'indie']","['action', 'fantasy']",vision,e
pirates of black cove,0.01,"['real time strategy (rts)', 'role-playing (rpg)', 'strategy', 'adventure']","['action', 'historical']",physx,t
the escapists,1.3,"['puzzle', 'role-playing (rpg)', 'simulator', 'strategy', 'tactical', 'adventure', 'indie']","['action', 'stealth', 'comedy', 'sandbox']",unity,t
ori and the blind forest: definitive edition,1.76,"['platform', 'adventure']","['action', 'fantasy', 'open world']",unity,e
teenage mutant ninja turtles: out of the shadows,0.01,"[""hack and slash/beat 'em up"", 'adventure']",['action'],unreal engine,t
the sims 2: h&m fashion stuff,0.01,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
pain,0.01,['sport'],"['action', 'comedy', 'sandbox']",havoc,t
age of mythology: gold edition,0.01,"['real time strategy (rts)', 'strategy']","['fantasy', 'historical', 'drama', 'warfare']",bang!,t
neverwinter nights 2: storm of zehir,0.01,['role-playing (rpg)'],['fantasy'],aurora engine,t
magus,0.01,"['racing', 'role-playing (rpg)', 'adventure']",['action'],unreal engine,t
deponia doomsday,0.12,"['point-and-click', 'puzzle', 'adventure', 'indie']","['science fiction', 'comedy']",visionaire,m
deadfall adventures,0.01,"['shooter', 'puzzle', 'adventure']","['action', 'fantasy', 'historical']",unreal engine 3,m
bus driver,0.01,"['racing', 'simulator', 'indie']",['non-fiction'],prism3d,e
burn zombie burn!,0.01,"['shooter', 'adventure', 'arcade']","['action', 'horror', 'comedy']",phyreengine,m
duke nukem advance,0.01,['shooter'],"['action', 'science fiction']",southpaw,t
hyper light drifter,0.01,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure', 'indie']","['action', 'fantasy', 'science fiction']",gamemaker: studio,t
teslagrad,0.01,"['platform', 'puzzle', 'adventure', 'indie']","['action', 'science fiction']",unity,e
the escapists: the walking dead,0.01,"['puzzle', 'role-playing (rpg)', 'simulator', 'strategy', 'indie', 'arcade']","['action', 'survival']",unity,t
europa universalis iii,0.01,"['real time strategy (rts)', 'strategy']",['historical'],clausewitz engine,e
portal,9.97,"['shooter', 'platform', 'puzzle']","['action', 'science fiction', 'comedy']",source,t
broken age,0.42,"['point-and-click', 'puzzle', 'quiz/trivia', 'adventure', 'indie']","['fantasy', 'science fiction', 'comedy']",moai,e10
jade empire: special edition,0.0,"['role-playing (rpg)', 'adventure']","['action', 'fantasy']",odyssey,t
the witness,0.0,"['puzzle', 'adventure', 'indie']","['science fiction', 'open world', 'mystery']",custom built engine,e
the sims 2: teen style stuff,0.0,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
resident evil 5: gold edition,0.0,"['shooter', 'role-playing (rpg)', 'strategy', 'adventure']","['action', 'horror', 'survival']",mt framework,m
faces of war,0.0,"['real time strategy (rts)', 'simulator', 'strategy', 'tactical']","['action', 'historical', 'warfare']",gem,m
crusader kings ii,1.0,"['role-playing (rpg)', 'simulator', 'strategy']","['fantasy', 'historical']",clausewitz engine,t
war thunder,0.0,"['shooter', 'simulator', 'tactical']","['action', 'historical', 'warfare']",dagor engine,t
return to castle wolfenstein,1.0,['shooter'],"['action', 'fantasy', 'science fiction', 'horror', 'historical']",id tech 3,m
medal of honor: allied assault,0.0,['shooter'],"['action', 'historical', 'warfare']",id tech 3,t
medieval: total war,0.0,"['real time strategy (rts)', 'strategy', 'turn-based strategy (tbs)', 'tactical']","['fantasy', 'historical', 'warfare', '4x (explore, expand, exploit, and exterminate)']",tw engine 1,t
medal of honor: pacific assault,0.0,['shooter'],"['action', 'historical', 'warfare']",havok physics,t
the raven: legacy of a master thief,0.0,"['point-and-click', 'adventure']","['fantasy', 'thriller', 'historical', 'mystery']",unity,t
star wars: the force unleashed - ultimate sith edition,0.0,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy', 'science fiction']",ronin,t
planetary annihilation,1.68,"['real time strategy (rts)', 'strategy']","['action', 'science fiction', 'warfare']",custom built engine,e10
state of decay,1.49,"['shooter', 'role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['action', 'horror', 'survival', 'sandbox', 'open world']",cryengine,m
rc de go!,0.0,"['racing', 'simulator', 'sport']",['non-fiction'],taito g-net,e
star wars: galactic battlegrounds,0.0,"['real time strategy (rts)', 'simulator', 'strategy']","['action', 'science fiction']",genie engine,t
shadow warrior,0.0,"['fighting', 'shooter']","['action', 'science fiction', 'comedy']",build,m
sonic & all-stars racing transformed,0.0,"['racing', 'sport']","['action', 'fantasy', 'science fiction', 'comedy']",starlight,e10
american mcgee's alice,1.5,"['platform', 'puzzle', 'adventure']","['action', 'horror']",id tech 3,m
from dust,0.0,"['simulator', 'strategy', 'adventure']","['fantasy', 'sandbox', 'open world']",lyn,e10
the sims 2: freetime,0.0,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
watchmen: the end is nigh,0.0,"[""hack and slash/beat 'em up""]","['action', 'fantasy', 'science fiction', 'historical']",kapow,m
myst v: end of ages,0.0,"['puzzle', 'strategy', 'adventure']","['fantasy', 'science fiction', 'drama', 'mystery']",plasma,e
f.e.a.r.,0.0,['shooter'],"['action', 'science fiction', 'horror']",lithtech,m
the history channel: great battles of rome,0.0,"['real time strategy (rts)', 'strategy']","['historical', 'educational']",legion,t
alpha prime,0.0,['shooter'],"['action', 'science fiction']",enforce,m
team fortress 2,0.0,['shooter'],"['action', 'comedy']",source,m
clive barker's undying,0.0,"['shooter', 'puzzle', 'adventure']","['action', 'horror', 'survival']",unreal engine,m
x3: reunion,0.0,"['role-playing (rpg)', 'simulator', 'strategy']","['action', 'sandbox']",x3 reality,t
the elder scrolls iv: oblivion - game of the year edition,0.0,"['role-playing (rpg)', 'adventure']","['action', 'fantasy', 'historical', 'sandbox', 'open world']",radiant ai,m
the sims 2: kitchen & bath interior design stuff,0.0,"['role-playing (rpg)', 'simulator', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
"warhammer 40,000: eternal crusade",0.0,"['shooter', 'role-playing (rpg)', 'adventure']","['action', 'science fiction']",unreal engine,t
beyond divinity,0.0,['role-playing (rpg)'],"['action', 'fantasy']",divinity engine,m
blitzkrieg,0.0,"['real time strategy (rts)', 'strategy', 'tactical']","['action', 'historical']",enigma engine,t
torchlight ii,3.0,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure', 'indie']","['action', 'fantasy']",ogre,t
delta force 2,0.0,"['shooter', 'tactical']","['action', 'warfare']",voxel space,t
nexus: the jupiter incident,0.0,"['role-playing (rpg)', 'simulator', 'strategy', 'tactical', 'indie']","['action', 'fantasy', 'science fiction', 'historical']",black sun engine,t
operation flashpoint: cold war crisis,2.0,"['shooter', 'simulator', 'strategy', 'tactical']","['action', 'historical', 'warfare']",real virtuality,m
counter-strike: condition zero,2.9,['shooter'],['action'],goldsrc,m
penumbra: overture,0.0,"['puzzle', 'adventure', 'indie']","['action', 'horror', 'survival']",hpl,m
half-life 2: episode one,3.92,['shooter'],"['action', 'science fiction', 'horror']",source,m
king's bounty: the legend,0.0,"['role-playing (rpg)', 'simulator', 'strategy', 'turn-based strategy (tbs)']","['fantasy', 'comedy']",theengine,t
9 clues 2: the ward,0.0,"['point-and-click', 'puzzle', 'adventure']","['thriller', 'kids', 'mystery']",spark casual engine,t
age of pirates: caribbean tales,0.0,"['role-playing (rpg)', 'simulator']",['historical'],storm engine,t
space siege,0.0,['role-playing (rpg)'],"['action', 'science fiction']",physx,t
gothic ii,0.2,"['role-playing (rpg)', 'strategy', 'adventure']","['action', 'fantasy', 'horror', 'survival', 'open world']",zengin,m
stronghold 2,0.3,"['real time strategy (rts)', 'simulator', 'strategy']","['action', 'historical', 'sandbox', 'warfare']",dragonfly,t
the sims 3: pets,0.0,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 3 engine,t
quake iii arena,1.0,['shooter'],"['action', 'science fiction']",id tech 3,m
wizardry 8,0.0,"['role-playing (rpg)', 'adventure']",['fantasy'],surrender 3d,t
day of defeat,0.0,['shooter'],"['action', 'warfare']",goldsrc,t
system shock 2,0.0,"['shooter', 'puzzle', 'role-playing (rpg)']","['action', 'science fiction', 'horror', 'survival']",dark engine,m
oni,0.0,"['shooter', ""hack and slash/beat 'em up""]","['action', 'science fiction']",blam! engine,t
heroes of might and magic v: tribes of the east,0.0,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)']",['fantasy'],silent storm engine,t
operation flashpoint: resistance,0.0,"['shooter', 'simulator', 'strategy', 'tactical']","['action', 'warfare']",real virtuality,m
the sims 3: showtime,0.0,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 3 engine,t
nuclear dawn,0.0,"['shooter', 'real time strategy (rts)', 'strategy', 'tactical']","['action', 'science fiction', 'warfare']",source,m
europa universalis iv,1.0,"['real time strategy (rts)', 'simulator', 'strategy']","['fantasy', 'historical']",clausewitz engine,t
rallisport challenge,0.0,"['racing', 'simulator', 'sport']",['non-fiction'],refractor engine,e
titan quest: immortal throne,0.0,"['role-playing (rpg)', ""hack and slash/beat 'em up""]","['action', 'fantasy', 'historical']",pathengine,t
fantasy wars,0.0,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'tactical']","['fantasy', 'warfare']",theengine,t
the curse of monkey island,0.0,"['point-and-click', 'puzzle', 'adventure']","['fantasy', 'historical', 'comedy']",scumm,e
age of empires iii: the warchiefs,0.0,"['real time strategy (rts)', 'simulator', 'strategy']","['fantasy', 'historical', 'warfare', '4x (explore, expand, exploit, and exterminate)']",havok physics,t
gothic 3: forsaken gods,0.0,['role-playing (rpg)'],"['action', 'fantasy']",genome,t
trackmania,0.0,"['racing', 'sport', 'arcade']",['action'],maniaplanet,e
overclocked: a history of violence,0.0,"['point-and-click', 'adventure', 'indie']","['action', 'mystery']",cougar adventure engine,m
gone home,0.0,"['point-and-click', 'music', 'puzzle', 'adventure', 'indie']","['action', 'drama', 'mystery']",unity,m
swat 4: the stetchkov syndicate,0.0,"['shooter', 'simulator', 'strategy', 'tactical']","['action', 'stealth']",vengeance engine,m
tron 2.0,0.0,"['shooter', 'racing', 'role-playing (rpg)']","['action', 'science fiction']",lithtech triton,t
earth 2160,0.0,"['real time strategy (rts)', 'strategy']","['action', 'science fiction']",earth-4,t
freedom force,0.0,"['role-playing (rpg)', 'strategy', 'tactical']","['action', 'comedy']",netimmerse,t
serious sam: the second encounter,0.0,"['shooter', 'indie']","['action', 'science fiction', 'comedy']",serious engine,m
pillars of eternity ii: deadfire,0.2,"['role-playing (rpg)', 'adventure']",['fantasy'],unity,m
keepsake,0.0,"['point-and-click', 'puzzle', 'adventure', 'indie']",['fantasy'],crystal space,e
sam & max hit the road,0.0,"['point-and-click', 'puzzle', 'adventure']","['science fiction', 'comedy']",scumm,t
silent hill: homecoming,0.0,"['fighting', 'adventure']","['horror', 'survival']",slayer,m
anachronox,0.0,"['puzzle', 'role-playing (rpg)']",['science fiction'],id tech 2,t
mdk2,0.0,"['shooter', 'platform', 'puzzle', 'adventure']","['action', 'science fiction', 'comedy']",omen engine,t
sherlock holmes: the awakened,0.0,"['puzzle', 'adventure', 'indie']","['action', 'fantasy', 'horror', 'mystery']",unreal engine,m
tactical ops: assault on terror,0.0,['shooter'],['action'],unreal engine,m
world in conflict: soviet assault,0.0,"['real time strategy (rts)', 'strategy']","['non-fiction', 'warfare']",masstech,t
always sometimes monsters,0.21,"['role-playing (rpg)', 'simulator', 'adventure', 'indie']",['drama'],rpg maker vx ace,m
california games,0.19,['sport'],['action'],j2me,e
chessmaster 9000,0.22,"['puzzle', 'simulator', 'strategy', 'turn-based strategy (tbs)']",['educational'],chess engine: the king,e
hotline miami 2: wrong number,1.51,"['shooter', 'indie']",['action'],gamemaker: studio,m
sanitarium,0.23,"['point-and-click', 'puzzle', 'adventure']","['horror', 'survival']",asylum,t
tom clancy's rainbow six 3: raven shield,0.35,"['shooter', 'simulator', 'tactical']",['action'],unreal engine,m
xpand rally,3.35,"['racing', 'simulator', 'sport']",['non-fiction'],chrome engine,e
140,0.08,"['music', 'platform', 'puzzle', 'strategy', 'indie']",['action'],unity,e
198x,0.14,"['shooter', 'racing', 'role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure', 'indie', 'arcade']","['action', 'fantasy', 'science fiction']",unity,t
adios,0.18,"['simulator', 'adventure', 'indie']",['drama'],unreal,m
aeon drive,1.21,"['platform', 'adventure', 'indie', 'arcade']","['action', 'science fiction']",unity,e10
afterparty,0.05,"['adventure', 'indie']","['fantasy', 'comedy', 'mystery']",unity,m
age of empires ii: definitive edition,0.1,"['real time strategy (rts)', 'strategy']","['historical', 'warfare']",genie engine,t
age of empires ii: hd edition,1.5,"['real time strategy (rts)', 'strategy']","['historical', 'warfare']",genie engine,t
age of empires iv,1.58,"['real time strategy (rts)', 'strategy']","['historical', 'warfare']",essence engine 5,t
age of empires: castle siege,0.12,"['real time strategy (rts)', 'strategy']","['action', 'historical', 'warfare']",autodesk,t
ancestors: the humankind odyssey,1.5,"['role-playing (rpg)', 'adventure', 'indie']","['action', 'survival', 'open world']",unreal engine 4,t
angels of death,5.7,"['role-playing (rpg)', 'adventure', 'indie']","['action', 'horror']",rpg maker vx,m
anodyne,200.0,"['platform', 'adventure', 'indie']","['action', 'fantasy']",flixel,m
anodyne 2: return to dust,12.0,"['platform', 'role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy']",unity,e10
anonymous;code,15.0,"['adventure', 'visual novel']",['science fiction'],kaleido adv workshop,m
assassin's creed valhalla,7.2,"['role-playing (rpg)', 'adventure']","['action', 'historical', 'stealth', 'open world']",anvilnext,m
assault android cactus,0.36,"['shooter', 'indie', 'arcade']","['action', 'science fiction', 'kids']",unity,e10
baldur's gate: enhanced edition,0.19,"['role-playing (rpg)', 'strategy', 'adventure']",['fantasy'],infinity engine,t
baldur's gate: siege of dragonspear,4.3,"['role-playing (rpg)', 'strategy', 'adventure']",['fantasy'],infinity engine,t
bard's gold,7.3,"['platform', 'role-playing (rpg)', 'indie']","['action', 'fantasy', 'historical']",gamemaker: studio,e
barrier x,1.24,"['racing', 'indie', 'arcade']",['action'],unity,e
